Label,Pixels
n02110185-Siberian_husky,[100 100 100 ...  76  73  73]
n02110185-Siberian_husky,[25 27 26 ... 80 79 61]
n02110185-Siberian_husky,[216 215 213 ... 195 194 194]
n02110185-Siberian_husky,[160 144 138 ... 183 182 181]
n02110185-Siberian_husky,[140 135  65 ... 166 166 166]
n02110185-Siberian_husky,[ 30  27  28 ... 120 115 129]
n02110185-Siberian_husky,[22  7 12 ... 15 15 14]
n02110185-Siberian_husky,[67 57 60 ... 64 64 60]
n02110185-Siberian_husky,[ 33  18  70 ...  68 150 101]
n02110185-Siberian_husky,[123 123 123 ... 100  99  98]
n02110185-Siberian_husky,[112 116 120 ... 198 165 156]
n02110185-Siberian_husky,[128 128 129 ... 132 127 127]
n02110185-Siberian_husky,[10  9  9 ... 72 72 71]
n02110185-Siberian_husky,[51 56 94 ... 59 90 75]
n02110185-Siberian_husky,[238 239 240 ...   6   7  20]
n02110185-Siberian_husky,[103 114 112 ... 110 104  86]
n02110185-Siberian_husky,[109 117 120 ...  75  79  83]
n02110185-Siberian_husky,[ 68  62  41 ... 142 132 142]
n02110185-Siberian_husky,[217 222 222 ... 202 201 201]
n02110185-Siberian_husky,[ 65  41  61 ... 139 136 134]
n02110185-Siberian_husky,[62 67 51 ... 42 43 44]
n02110185-Siberian_husky,[241 239 239 ...  45 149  32]
n02110185-Siberian_husky,[ 72 122 117 ... 151 154 157]
n02110185-Siberian_husky,[ 92  73 110 ... 229 222 213]
n02110185-Siberian_husky,[ 78  72  61 ... 125 117 113]
n02110185-Siberian_husky,[128 132 136 ...  54  52  45]
n02110185-Siberian_husky,[ 69  63  34 ... 184 182 178]
n02110185-Siberian_husky,[ 94  94 115 ...  98  96  93]
n02110185-Siberian_husky,[  8   9  10 ... 188 191 197]
n02110185-Siberian_husky,[ 27  27  27 ... 222 221 221]
n02110185-Siberian_husky,[ 62 143 103 ...  97  94  93]
n02110185-Siberian_husky,[119 119 124 ...  15  20  20]
n02110185-Siberian_husky,[248 248 248 ... 227 227 227]
n02110185-Siberian_husky,[247 247 253 ... 105 105 105]
n02110185-Siberian_husky,[34 48 49 ... 70 59 17]
n02110185-Siberian_husky,[22 33 46 ... 61 45 34]
n02110185-Siberian_husky,[105 105 106 ...  97  89  78]
n02110185-Siberian_husky,[60 74 78 ... 83 71 64]
n02110185-Siberian_husky,[208 199 186 ... 242 228 241]
n02110185-Siberian_husky,[122 132 130 ...   4   4   4]
n02110185-Siberian_husky,[  7   5   3 ... 141 139 137]
n02110185-Siberian_husky,[ 51  43  42 ...  81 116  91]
n02110185-Siberian_husky,[23 23 23 ...  4  4  4]
n02110185-Siberian_husky,[136 137 137 ... 124 113 106]
n02110185-Siberian_husky,[41 42 37 ... 99 90 87]
n02110185-Siberian_husky,[104 104 104 ... 143 148 154]
n02110185-Siberian_husky,[ 17  13   9 ... 162 163 164]
n02110185-Siberian_husky,[226 226 227 ... 210 211 210]
n02110185-Siberian_husky,[ 36  55  56 ... 145 129 134]
n02110185-Siberian_husky,[90 95 88 ... 24 70 48]
n02110185-Siberian_husky,[109 116 126 ... 192 157 136]
n02110185-Siberian_husky,[212 213 213 ... 134 148 145]
n02110185-Siberian_husky,[ 18  13  14 ... 137 135 134]
n02110185-Siberian_husky,[19 15 11 ... 49 48 50]
n02110185-Siberian_husky,[ 72 112 112 ... 104  73  74]
n02110185-Siberian_husky,[ 61  58  59 ... 235 235 235]
n02110185-Siberian_husky,[111 113  97 ...  99 101 102]
n02110185-Siberian_husky,[18 27 50 ... 27 25 26]
n02110185-Siberian_husky,[1 1 7 ... 7 4 1]
n02110185-Siberian_husky,[55 55 54 ... 69 71 71]
n02110185-Siberian_husky,[ 23  23  23 ... 127 127 128]
n02110185-Siberian_husky,[48 43 43 ... 32 26 27]
n02110185-Siberian_husky,[111 122 117 ... 103  91  59]
n02110185-Siberian_husky,[168 165 160 ...  55 112 112]
n02110185-Siberian_husky,[ 84  68  67 ... 131 133 137]
n02110185-Siberian_husky,[228 227 227 ... 192 195 198]
n02110185-Siberian_husky,[85 82 81 ... 47 47 45]
n02110185-Siberian_husky,[110 113 115 ...  95  95  95]
n02110185-Siberian_husky,[167 167 167 ... 126 122 120]
n02110185-Siberian_husky,[149 148 161 ... 120 107  94]
n02110185-Siberian_husky,[205 205 205 ... 171 172 173]
n02110063-malamute,[42 67 84 ... 14 15 16]
n02110063-malamute,[127 103  53 ...  87  79  78]
n02110063-malamute,[ 11 124  74 ...  13  64  16]
n02110063-malamute,[158 162 158 ... 104 103 102]
n02110063-malamute,[ 43 163 166 ...  32  23  31]
n02110063-malamute,[ 15  14  13 ... 130 127 131]
n02110063-malamute,[216 216 216 ... 110 118 118]
n02110063-malamute,[ 89  95  97 ... 127  70 116]
n02110063-malamute,[115 120 124 ...  92  98 104]
n02110063-malamute,[10 71 49 ...  9  1  0]
n02110063-malamute,[ 63  87 105 ... 246 246 246]
n02110063-malamute,[115  98  78 ... 106  91  52]
n02110063-malamute,[120 120 120 ... 124 121 105]
n02110063-malamute,[ 36  38  40 ... 149 145 144]
n02110063-malamute,[49 28 47 ... 98 86 88]
n02110063-malamute,[40 33 24 ... 98 87 78]
n02110063-malamute,[83 83 83 ... 41 43 83]
n02110063-malamute,[40 39 39 ... 64 64 64]
n02110063-malamute,[85 85 84 ... 84 88 89]
n02110063-malamute,[19 19 20 ... 12 11 10]
n02110063-malamute,[255 255 255 ... 122 120 119]
n02110063-malamute,[ 5  0  3 ... 53 49 53]
n02110063-malamute,[ 35  60 133 ... 183 186 184]
n02110063-malamute,[11  8 14 ... 91 86 77]
n02110063-malamute,[ 51  54  61 ... 179 168 171]
n02110063-malamute,[168  78  61 ... 221 222 223]
n02110063-malamute,[38 40 39 ... 62 65 68]
n02110063-malamute,[44 51 30 ... 96 96 97]
n02110063-malamute,[11 11 11 ... 91 92 97]
n02110063-malamute,[255 255 255 ...  51  41  31]
n02110063-malamute,[210 202 138 ... 246 249 252]
n02110063-malamute,[0 0 1 ... 0 0 0]
n02110063-malamute,[147 146 144 ...  42  46  50]
n02110063-malamute,[176 178 181 ... 176 176 175]
n02110063-malamute,[125 119 115 ...  42  45  97]
n02110063-malamute,[78 65 46 ... 52 52 48]
n02110063-malamute,[233 233 233 ... 161 163 165]
n02110063-malamute,[187 196 158 ... 123 135 145]
n02110063-malamute,[88 44 52 ... 35 51 57]
n02110063-malamute,[225 225 225 ... 112 112  95]
n02110063-malamute,[ 15  12  18 ... 208 207 205]
n02110063-malamute,[196 197 197 ... 158 163 158]
n02110063-malamute,[131 130  91 ...  81 114 129]
n02110063-malamute,[38 43 40 ... 82 82 81]
n02110063-malamute,[147 149 155 ...  62  71  92]
n02110063-malamute,[59 79 69 ... 82 82 89]
n02110063-malamute,[217 216 215 ... 120 135 147]
n02110063-malamute,[ 49  49  49 ... 117 117 116]
n02110063-malamute,[ 18  20  26 ...  81 109  93]
n02110063-malamute,[251 235 215 ...  34  35  37]
n02110063-malamute,[ 5  5  5 ... 60 52 45]
n02110063-malamute,[ 67  63  78 ... 202 194 191]
n02110063-malamute,[116 114 111 ... 119 125 108]
n02110063-malamute,[ 92 128 116 ... 188 184 173]
n02110063-malamute,[3 2 1 ... 0 0 0]
n02110063-malamute,[ 65  56  46 ... 156 151 141]
n02110063-malamute,[60 74 56 ... 29 27 20]
n02110063-malamute,[168 106  59 ...  57  60  60]
n02110063-malamute,[41 76 62 ... 70 80 50]
n02110063-malamute,[ 53  56  60 ... 217 102 171]
n02110063-malamute,[113  88  68 ...  66  66  61]
n02110063-malamute,[109 108 108 ...  36  36  39]
n02110063-malamute,[113 113 113 ...  72 211 229]
n02110063-malamute,[47 43 39 ... 35 34 32]
n02110063-malamute,[224 226 230 ...  50  50  50]
n02110063-malamute,[129 129 129 ... 130 116 104]
n02110063-malamute,[ 76  75  55 ...  92  97 120]
n02110063-malamute,[207 211 216 ... 185 184 182]
n02110063-malamute,[17  9 13 ... 39 40 39]
n02110063-malamute,[196 190 177 ... 139 142 134]
n02110063-malamute,[  6   6   6 ... 118 118 119]
n02110063-malamute,[216 218 219 ... 181 163 170]
n02110063-malamute,[ 59  59  60 ... 106 107  98]
n02110063-malamute,[1 1 1 ... 0 0 0]
n02110063-malamute,[121 132 130 ...  58 111 113]
n02110063-malamute,[173 172 171 ... 211 210 213]
n02110063-malamute,[  5  47  37 ... 234 235 235]
n02110063-malamute,[144  74   8 ... 169  62 170]
n02110063-malamute,[70 71 73 ... 69 62 95]
n02110063-malamute,[ 0  0  0 ... 17 19 22]
n02110063-malamute,[163 166 170 ... 169 162 160]
n02110063-malamute,[77 78 81 ... 26 23 26]
n02110063-malamute,[103 103 103 ... 150 157 154]
n02110063-malamute,[61 60 59 ... 69 71 73]
n02110063-malamute,[222 222 223 ...  16  17  18]
n02110063-malamute,[ 29  29  30 ... 178 178 178]
n02110063-malamute,[237 237 237 ... 220 215 215]
n02110063-malamute,[65 44 33 ... 21 25 32]
n02110063-malamute,[ 35  73  27 ...  76 177 147]
n02110063-malamute,[ 67  56  59 ...  88 117  89]
n02110063-malamute,[ 51  59  68 ... 238 249 253]
n02110063-malamute,[40 72 81 ... 79 72 73]
n02110063-malamute,[255 255 255 ... 255 255 255]
n02110063-malamute,[126 123 123 ...  29  36  43]
n02110063-malamute,[127 122 109 ... 124 120 114]
n02110063-malamute,[48 48 48 ... 34 36 40]
n02110063-malamute,[105 107 109 ... 140 136 134]
n02110063-malamute,[ 72  67  72 ... 158 156 116]
n02110063-malamute,[13 13 13 ... 25 24 24]
n02110063-malamute,[16 14 10 ... 92 80 79]
n02110063-malamute,[161 221 227 ... 202 224 240]
n02110063-malamute,[ 44  55  44 ... 117 112 102]
n02110063-malamute,[71 72 79 ... 22 21 20]
n02110063-malamute,[30 32 35 ... 30 31 32]
n02110063-malamute,[194 176 176 ... 167 158 176]
n02110063-malamute,[60 67 74 ... 38 37 36]
n02110063-malamute,[157 184 214 ... 133 136 136]
n02110063-malamute,[38 37 26 ... 53 69 62]
n02110063-malamute,[ 38  38  39 ... 166 166 166]
n02110063-malamute,[ 90  88  91 ... 107 109 103]
n02110063-malamute,[ 25  14  39 ... 192 186 199]
n02110063-malamute,[125 126 126 ...  62  69  75]
n02110063-malamute,[137 134 134 ... 124 125 126]
n02110063-malamute,[ 92 122 108 ...  64  65  35]
n02110063-malamute,[86 82 85 ... 75 74 73]
n02110063-malamute,[249 249 249 ...  85  77  56]
n02110063-malamute,[ 74  97 111 ... 149 148 147]
n02110063-malamute,[108 182 172 ... 135 135 136]
n02110063-malamute,[ 37  31  36 ... 118 106 116]
n02110063-malamute,[153 153 153 ... 151 164 178]
n02110063-malamute,[40 39 38 ... 29 19  8]
n02110063-malamute,[ 64  65  66 ... 131 147 145]
n02110063-malamute,[26 37 27 ... 33 31 30]
n02110063-malamute,[36 42 52 ... 65 69 68]
n02110063-malamute,[16 16 17 ... 64 60 59]
n02110063-malamute,[ 39  40  39 ... 148 149 150]
n02110063-malamute,[18 31 27 ... 21 21 16]
n02110063-malamute,[29 28 25 ... 78 75 71]
n02110063-malamute,[112 113 116 ...  79  79  79]
n02110063-malamute,[ 12  15  18 ... 124 115 129]
n02110063-malamute,[ 83  83  83 ... 177 173 156]
n02110063-malamute,[ 14  14  15 ... 170 179 157]
n02110063-malamute,[206 205 204 ... 194 194 193]
n02110063-malamute,[111 112 128 ...  78  80  81]
n02110063-malamute,[ 39  36  38 ... 218 217 218]
n02110063-malamute,[2 1 1 ... 9 0 0]
n02110063-malamute,[ 95  99  88 ... 160 151 164]
n02110063-malamute,[ 68  55  79 ... 121 115 115]
n02110063-malamute,[10 11 11 ...  6  5  4]
n02110063-malamute,[ 36  24  26 ... 142 144 146]
n02110063-malamute,[182 182 184 ... 196 195 193]
n02110063-malamute,[ 53  51  51 ... 166 171 169]
n02110063-malamute,[85 85 84 ... 76 74 72]
n02110063-malamute,[195 195 195 ...  22  24  25]
n02110063-malamute,[133 135 138 ... 125 126 128]
n02110063-malamute,[189 189 190 ... 178 177 177]
n02110063-malamute,[195 195 195 ... 168 167 166]
n02110063-malamute,[ 43  44  46 ... 144 142 141]
n02110063-malamute,[4 6 5 ... 0 0 0]
n02110063-malamute,[240 250 212 ...  69  47  88]
n02110063-malamute,[ 99 102 105 ...  71 124 140]
n02110063-malamute,[254 254 255 ... 168 160 166]
n02110063-malamute,[160 131 119 ... 134 162 151]
n02110063-malamute,[ 9  4 10 ... 52 52 52]
n02110063-malamute,[ 74  74  74 ... 130 125 124]
n02110063-malamute,[250 241 246 ... 121 139 105]
n02110063-malamute,[  9   9   9 ... 108 107 110]
n02110063-malamute,[ 35  37  39 ... 112  98  82]
n02110063-malamute,[ 15  14  15 ... 165 193 133]
n02110063-malamute,[35 43 59 ... 78 67 77]
n02110063-malamute,[80 88 79 ... 47 47 42]
n02110063-malamute,[255 255 255 ...  36  37  38]
n02110063-malamute,[127 132 132 ... 108  81 106]
n02110063-malamute,[236 235 238 ... 129 117  96]
n02110063-malamute,[150 149 148 ... 173 173 173]
n02110063-malamute,[211 213 213 ... 217 212 210]
n02110063-malamute,[ 32  32  31 ... 206  96  15]
n02110063-malamute,[160 160 160 ... 151 152 153]
n02110063-malamute,[193 196 198 ...  35  29  24]
n02110063-malamute,[194 194 194 ... 161 157 151]
n02110063-malamute,[ 37  48  60 ... 222 223 223]
n02110063-malamute,[110  95  84 ... 162 161 160]
n02110063-malamute,[  8   9  13 ... 186 175 172]
n02110063-malamute,[ 65  65  62 ... 136  68 128]
n02110063-malamute,[255 255 255 ...   0   0   0]
n02110063-malamute,[ 61  75  57 ... 152 151 151]
n02110063-malamute,[164 167 169 ... 161 133 133]
n02110063-malamute,[127 127 127 ...  36  36  36]
n02108915-French_bulldog,[52 52 54 ... 35 35 35]
n02108915-French_bulldog,[ 85 147 158 ...  92  92  93]
n02108915-French_bulldog,[ 41  53  45 ... 207 184 225]
n02108915-French_bulldog,[  5   5   5 ... 158 166 183]
n02108915-French_bulldog,[ 7  7  9 ... 36 36 35]
n02108915-French_bulldog,[ 6  7  8 ... 43 48 51]
n02108915-French_bulldog,[ 4 28 56 ... 12 15 18]
n02108915-French_bulldog,[223 223 224 ... 126 126 126]
n02108915-French_bulldog,[118 116 121 ... 113 126 133]
n02108915-French_bulldog,[170 179 183 ... 200 190 178]
n02108915-French_bulldog,[  3   2   1 ... 139 140 135]
n02108915-French_bulldog,[177 185 202 ... 100 122 126]
n02108915-French_bulldog,[177 181 184 ...  92  95  93]
n02108915-French_bulldog,[194 195 196 ... 205 201 204]
n02108915-French_bulldog,[255 255 255 ... 123 122 123]
n02108915-French_bulldog,[39 23 12 ... 43 42 53]
n02108915-French_bulldog,[112 112 112 ...  72  74  77]
n02108915-French_bulldog,[179 162 153 ...  80  78  78]
n02108915-French_bulldog,[ 54  51  47 ... 251 251 251]
n02108915-French_bulldog,[11  6  6 ... 41 41 50]
n02108915-French_bulldog,[ 8 11 13 ... 92 96 95]
n02108915-French_bulldog,[141 140 135 ...  44  46  54]
n02108915-French_bulldog,[153 149 153 ... 136 135 134]
n02108915-French_bulldog,[127 128 130 ... 138 130 129]
n02108915-French_bulldog,[144 143 140 ... 133 125 124]
n02108915-French_bulldog,[37 37 38 ... 21 19 20]
n02108915-French_bulldog,[224 228 227 ... 180 180 185]
n02108915-French_bulldog,[ 56  56  59 ... 234 207 238]
n02108915-French_bulldog,[127 128 128 ... 199 195 191]
n02108915-French_bulldog,[14  9 21 ... 35 35 37]
n02108915-French_bulldog,[102 103 104 ... 144 143 141]
n02108915-French_bulldog,[185 189 195 ... 109 113 116]
n02108915-French_bulldog,[ 98  91  85 ... 103  83  62]
n02108915-French_bulldog,[144 142 152 ... 158 170 156]
n02108915-French_bulldog,[255 255 255 ... 138 138 131]
n02108915-French_bulldog,[ 39  34  31 ... 144 148 152]
n02108915-French_bulldog,[195 196 198 ... 137 149 159]
n02108915-French_bulldog,[ 5  3  4 ... 63 63 63]
n02108915-French_bulldog,[207 207 206 ...  84  84  82]
n02108915-French_bulldog,[212 212 206 ... 169 180 188]
n02108915-French_bulldog,[26 27 28 ...  0  0  0]
n02108915-French_bulldog,[ 0  0  0 ... 57 56 56]
n02108915-French_bulldog,[15 14 14 ... 37 26 28]
n02108915-French_bulldog,[255 255 255 ...  27  24  25]
n02108915-French_bulldog,[87 79 65 ... 59 64 59]
n02108915-French_bulldog,[202 202 202 ...  69  98  82]
n02108915-French_bulldog,[ 73  95  61 ... 117  33  28]
n02108915-French_bulldog,[157 160 159 ... 101  98  98]
n02108915-French_bulldog,[120 118 124 ... 139 145 142]
n02108915-French_bulldog,[ 17  19  20 ... 191 184 167]
n02108915-French_bulldog,[ 66  67  71 ... 200 197 141]
n02108915-French_bulldog,[224 223 231 ... 206 200 202]
n02108915-French_bulldog,[219 211 222 ...  23 173 170]
n02108915-French_bulldog,[ 83  89  90 ...  29  80 107]
n02108915-French_bulldog,[238 238 238 ... 247 247 247]
n02108915-French_bulldog,[137 138 143 ... 180 179 178]
n02108915-French_bulldog,[ 3  3  4 ... 30 28 21]
n02108915-French_bulldog,[140 140 151 ...  78  79  83]
n02108915-French_bulldog,[163 111 146 ... 144 133 124]
n02108915-French_bulldog,[187 189 212 ...  14  18  18]
n02108915-French_bulldog,[141 151 166 ... 253 253 253]
n02108915-French_bulldog,[ 51  49  46 ... 243 242 243]
n02108915-French_bulldog,[ 23  26  29 ... 129 128 127]
n02108915-French_bulldog,[100  99  97 ... 122 122 122]
n02108915-French_bulldog,[227 253 252 ... 140 137 148]
n02108915-French_bulldog,[  6   9  11 ... 110  53  72]
n02108915-French_bulldog,[95 96 96 ... 52 51 54]
n02108915-French_bulldog,[255 255 255 ... 157 158 158]
n02108915-French_bulldog,[ 56  57  59 ... 117 116 118]
n02108915-French_bulldog,[168 169 168 ... 170 169 168]
n02108915-French_bulldog,[ 3  7  4 ... 15 41 46]
n02108915-French_bulldog,[250 253 255 ... 254 252 254]
n02108915-French_bulldog,[114 115 116 ... 174 164 158]
n02108915-French_bulldog,[  9   9   9 ... 122 115 111]
n02108915-French_bulldog,[ 63  63  64 ... 147 157 152]
n02108915-French_bulldog,[255 255 255 ... 226 225 217]
n02108915-French_bulldog,[131 136 142 ...  90  90 163]
n02108915-French_bulldog,[112 110 103 ... 149 150 150]
n02108915-French_bulldog,[167 165 164 ... 200 197 196]
n02108915-French_bulldog,[16 21 25 ... 38 39 47]
n02108915-French_bulldog,[51 35 38 ... 71 38 66]
n02108915-French_bulldog,[ 3  2  2 ... 47 48 50]
n02108915-French_bulldog,[197 191 196 ...  61  67  82]
n02108915-French_bulldog,[157 155 157 ...  81  82  82]
n02108915-French_bulldog,[  0   0   1 ... 160 164 161]
n02108915-French_bulldog,[ 20  21  20 ... 109 108 110]
n02108915-French_bulldog,[ 4  2  1 ... 63 60 60]
n02108915-French_bulldog,[174 173 174 ... 115 112  90]
n02108915-French_bulldog,[ 93  74  72 ... 249 251 252]
n02108915-French_bulldog,[ 72  72  78 ... 148 151 153]
n02108915-French_bulldog,[126 132 141 ...  35  17  19]
n02108915-French_bulldog,[ 14  19  24 ... 213 212 199]
n02108915-French_bulldog,[76 77 78 ... 61 69 51]
n02108915-French_bulldog,[92 92 94 ... 95 99 92]
n02108915-French_bulldog,[ 58  70  58 ... 137 137 137]
n02108915-French_bulldog,[123 124 125 ... 179 189 187]
n02108915-French_bulldog,[120 117 120 ...   0   0   2]
n02108915-French_bulldog,[  7   7   7 ... 190 170 141]
n02108915-French_bulldog,[253 255 255 ...  84  83  66]
n02108915-French_bulldog,[158 113 107 ... 185 185 206]
n02108915-French_bulldog,[135 133 133 ...  72  85  66]
n02108915-French_bulldog,[214 214 214 ... 171 171 170]
n02108915-French_bulldog,[173 191 165 ...   5   4   5]
n02108915-French_bulldog,[231 231 232 ...  11  16  12]
n02108915-French_bulldog,[242 242 229 ... 167 182 183]
n02108915-French_bulldog,[111 110 106 ... 231 231 231]
n02108915-French_bulldog,[150 148 154 ...  34  33  29]
n02108915-French_bulldog,[214 210 209 ... 194 192 198]
n02108915-French_bulldog,[197 190 195 ... 204 181 159]
n02108915-French_bulldog,[30 33 31 ... 29 22 24]
n02108915-French_bulldog,[192 192 192 ...  93  98  99]
n02108915-French_bulldog,[122 117 114 ...  88  81  68]
n02108915-French_bulldog,[ 57  60  39 ... 161 149 145]
n02108915-French_bulldog,[25 24 23 ... 24 28 31]
n02108915-French_bulldog,[123 112 115 ... 127 127 125]
n02108915-French_bulldog,[67 85 96 ... 27 25 25]
n02108915-French_bulldog,[227 227 224 ... 152 157 149]
n02108915-French_bulldog,[1 6 6 ... 4 5 4]
n02108915-French_bulldog,[222 222 222 ...  62  74  82]
n02108915-French_bulldog,[ 6  5  5 ... 91 90 89]
n02108915-French_bulldog,[167 164 165 ... 129 120 123]
n02108915-French_bulldog,[40 24 25 ... 28 49 48]
n02108915-French_bulldog,[160 156 185 ... 191 192 191]
n02108915-French_bulldog,[38 39 42 ... 80 84 88]
n02108915-French_bulldog,[15 15 15 ...  7  7  7]
n02108915-French_bulldog,[153 153 153 ... 124 122 122]
n02108915-French_bulldog,[ 17  18  18 ... 204 192 213]
n02108915-French_bulldog,[123 140 133 ...  72  76  76]
n02108915-French_bulldog,[23 48 77 ...  4  4  7]
n02108915-French_bulldog,[215 217 219 ... 162 164 170]
n02108915-French_bulldog,[105  98  99 ...  85 106 114]
n02108915-French_bulldog,[  1   0   0 ... 144 144 143]
n02108915-French_bulldog,[209 195 197 ... 162 153 172]
n02108915-French_bulldog,[  4   4   4 ... 198 150 149]
n02108915-French_bulldog,[146 136 159 ... 116 118 134]
n02108915-French_bulldog,[120 174 177 ... 153 142 150]
n02108915-French_bulldog,[221 213 209 ... 140  93 206]
n02108915-French_bulldog,[199 199 199 ... 163 160 160]
n02108915-French_bulldog,[185 184 182 ... 219 218 217]
n02108915-French_bulldog,[50 51 53 ...  2  3  3]
n02108915-French_bulldog,[ 49  53  52 ... 251 253 254]
n02108915-French_bulldog,[ 84  93  53 ... 120 112 105]
n02108915-French_bulldog,[139 130 133 ...  24  21  28]
n02108915-French_bulldog,[184 174 173 ... 197 188 187]
n02108915-French_bulldog,[ 27  23   5 ... 193 202 201]
n02108915-French_bulldog,[253 253 253 ... 111 113 115]
n02108915-French_bulldog,[73 86 84 ... 78 32 30]
n02108915-French_bulldog,[118 120 123 ...  66  69  69]
n02108915-French_bulldog,[253 253 253 ... 247 247 247]
n02108915-French_bulldog,[19 26 24 ... 50 60 53]
n02108915-French_bulldog,[ 31  29  26 ... 151 153 154]
n02108915-French_bulldog,[105 105 106 ...  81  79  82]
n02108915-French_bulldog,[44 85 83 ...  6 31 35]
n02108915-French_bulldog,[ 7  7  7 ... 23 22 22]
n02108915-French_bulldog,[  0   0   0 ... 248 250 243]
n02108915-French_bulldog,[118 108 111 ... 102 114 124]
n02108915-French_bulldog,[21 19 19 ... 89 90 85]
n02108915-French_bulldog,[137  76  54 ... 187 144 156]
n02108915-French_bulldog,[255 255 255 ...   5   5  27]
n02098286-West_Highland_white_terrier,[120 124 177 ...  43  33  16]
n02098286-West_Highland_white_terrier,[ 26  27  28 ...  73  84 108]
n02098286-West_Highland_white_terrier,[149 148 147 ... 141 141 142]
n02098286-West_Highland_white_terrier,[113 115 117 ...  59  55  52]
n02098286-West_Highland_white_terrier,[203 192 194 ...  90  88  85]
n02098286-West_Highland_white_terrier,[85 80 71 ... 96 94 93]
n02098286-West_Highland_white_terrier,[ 52  54  61 ... 115 115 121]
n02098286-West_Highland_white_terrier,[113 113 113 ...  92  92  92]
n02098286-West_Highland_white_terrier,[50 38 46 ... 36 39 40]
n02098286-West_Highland_white_terrier,[66 66 66 ... 72 72 72]
n02098286-West_Highland_white_terrier,[126 125  73 ...  53  58  61]
n02098286-West_Highland_white_terrier,[ 34  32  29 ... 137 136 135]
n02098286-West_Highland_white_terrier,[  4   3   3 ... 118 113 116]
n02098286-West_Highland_white_terrier,[25 28 26 ... 84 91 87]
n02098286-West_Highland_white_terrier,[ 6  5  5 ... 97 85 79]
n02098286-West_Highland_white_terrier,[80 80 80 ... 48 48 48]
n02098286-West_Highland_white_terrier,[  1   1   1 ... 228 247 255]
n02098286-West_Highland_white_terrier,[76 76 61 ... 54 49 45]
n02098286-West_Highland_white_terrier,[229 250 237 ...   0   0   0]
n02098286-West_Highland_white_terrier,[147 153 158 ... 117 119 115]
n02098286-West_Highland_white_terrier,[127 126 127 ...  85 119 137]
n02098286-West_Highland_white_terrier,[225 225 225 ...  82  94 100]
n02098286-West_Highland_white_terrier,[ 47  37  30 ...  95 100 101]
n02098286-West_Highland_white_terrier,[83 81 82 ... 90 74 61]
n02098286-West_Highland_white_terrier,[ 44  38  34 ...  69 101  89]
n02098286-West_Highland_white_terrier,[ 27  23  25 ... 143 139 135]
n02098286-West_Highland_white_terrier,[230 238 244 ...  88  73  77]
n02098286-West_Highland_white_terrier,[92 91 89 ... 51 52 49]
n02098286-West_Highland_white_terrier,[ 11  11  11 ... 116 112 108]
n02098286-West_Highland_white_terrier,[102 127 122 ...  62  52  64]
n02098286-West_Highland_white_terrier,[143 142 140 ... 139 139 139]
n02098286-West_Highland_white_terrier,[ 20  20  21 ... 111 107 111]
n02098286-West_Highland_white_terrier,[27 28 30 ... 63 68 76]
n02098286-West_Highland_white_terrier,[ 79  86 104 ...  59  59  59]
n02098286-West_Highland_white_terrier,[46 46 46 ... 33 34 33]
n02098286-West_Highland_white_terrier,[ 38  32  26 ... 139 140 140]
n02098286-West_Highland_white_terrier,[131 123 120 ...  88  84  92]
n02098286-West_Highland_white_terrier,[ 15  19  14 ... 116 123 127]
n02098286-West_Highland_white_terrier,[138 134 187 ...  66  66  59]
n02098286-West_Highland_white_terrier,[ 25  27  30 ...  92 100 110]
n02098286-West_Highland_white_terrier,[78 80 83 ... 19 19 19]
n02098286-West_Highland_white_terrier,[135 134 134 ... 149 152 150]
n02098286-West_Highland_white_terrier,[161 161 161 ... 190 190 190]
n02098286-West_Highland_white_terrier,[111 102 122 ... 137 139 138]
n02098286-West_Highland_white_terrier,[64 74 84 ... 72 68 62]
n02098286-West_Highland_white_terrier,[69 83 84 ... 35 22 51]
n02098286-West_Highland_white_terrier,[ 91  54 104 ...  50  48  53]
n02098286-West_Highland_white_terrier,[94 99 58 ... 81 81 81]
n02098286-West_Highland_white_terrier,[60 59 59 ... 73 77 55]
n02098286-West_Highland_white_terrier,[ 25  23  21 ...  24  70 137]
n02098286-West_Highland_white_terrier,[ 99 102  97 ...  74  55  41]
n02098286-West_Highland_white_terrier,[26 16 24 ... 64 64 66]
n02098286-West_Highland_white_terrier,[ 91 115 120 ... 121 107 118]
n02098286-West_Highland_white_terrier,[ 28  30  75 ... 122 120 119]
n02098286-West_Highland_white_terrier,[165 146  87 ... 110  93  74]
n02098286-West_Highland_white_terrier,[141 151 154 ...  39  36  34]
n02098286-West_Highland_white_terrier,[111 126  98 ...  74  65  52]
n02098286-West_Highland_white_terrier,[32 28 26 ... 44 43 42]
n02098286-West_Highland_white_terrier,[123  90  89 ... 112 120 143]
n02098286-West_Highland_white_terrier,[ 71 106 143 ...  51  51  52]
n02098286-West_Highland_white_terrier,[ 9  9  8 ... 67 68 70]
n02098286-West_Highland_white_terrier,[90 90 90 ... 90 89 88]
n02098286-West_Highland_white_terrier,[77 77 72 ... 70 73 75]
n02098286-West_Highland_white_terrier,[ 20  34  32 ... 119 124 134]
n02098286-West_Highland_white_terrier,[ 56  58  60 ... 144 144 143]
n02098286-West_Highland_white_terrier,[113 114 116 ... 186 185 194]
n02098286-West_Highland_white_terrier,[103  96  83 ... 112 112 115]
n02098286-West_Highland_white_terrier,[ 3  3  3 ... 98 91 91]
